0.000000;0.000000
0.002000;0.019612
0.004000;0.039220
0.006000;0.058817
0.008000;0.078394
0.010000;0.097945
0.012000;0.117461
0.014000;0.136935
0.016000;0.156359
0.018000;0.175727
0.020000;0.195030
0.022000;0.214262
0.024000;0.233415
0.026000;0.252482
0.028000;0.271456
0.030000;0.290331
0.032000;0.309100
0.034000;0.327757
0.036000;0.346295
0.038000;0.364708
0.040000;0.382989
0.042000;0.401135
0.044000;0.419138
0.046000;0.436993
0.048000;0.454695
0.050000;0.472240
0.052000;0.489622
0.054000;0.506836
0.056000;0.523879
0.058000;0.540747
0.060000;0.557435
0.062000;0.573940
0.064000;0.590258
0.066000;0.606385
0.068000;0.622320
0.070000;0.638060
0.072000;0.653600
0.074000;0.668940
0.076000;0.684078
0.078000;0.699010
0.080000;0.713736
0.082000;0.728254
0.084000;0.742562
0.086000;0.756660
0.088000;0.770547
0.090000;0.784221
0.092000;0.797683
0.094000;0.810932
0.096000;0.823968
0.098000;0.836791
0.100000;0.849401
0.102000;0.861798
0.104000;0.873983
0.106000;0.885957
0.108000;0.897719
0.110000;0.909272
0.112000;0.920617
0.114000;0.931753
0.116000;0.942684
0.118000;0.953409
0.120000;0.963931
0.122000;0.974252
0.124000;0.984372
0.126000;0.994294
0.128000;1.004020
0.130000;1.013551
0.132000;1.022890
0.134000;1.032039
0.136000;1.041000
0.138000;1.049776
0.140000;1.058367
0.142000;1.066778
0.144000;1.075010
0.146000;1.083065
0.148000;1.090947
0.150000;1.098657
0.152000;1.106199
0.154000;1.113574
0.156000;1.120786
0.158000;1.127836
0.160000;1.134728
0.162000;1.141464
0.164000;1.148046
0.166000;1.154478
0.168000;1.160762
0.170000;1.166900
0.172000;1.172896
0.174000;1.178751
0.176000;1.184468
0.178000;1.190051
0.180000;1.195501
0.182000;1.200820
0.184000;1.206013
0.186000;1.211080
0.188000;1.216025
0.190000;1.220850
0.192000;1.225557
0.194000;1.230149
0.196000;1.234628
0.198000;1.238997
0.200000;1.243258
0.202000;1.247413
0.204000;1.251465
0.206000;1.255415
0.208000;1.259267
0.210000;1.263021
0.212000;1.266681
0.214000;1.270248
0.216000;1.273725
0.218000;1.277113
0.220000;1.280415
0.222000;1.283632
0.224000;1.286767
0.226000;1.289821
0.228000;1.292797
0.230000;1.295696
0.232000;1.298519
0.234000;1.301270
0.236000;1.303949
0.238000;1.306558
0.240000;1.309099
0.242000;1.311574
0.244000;1.313983
0.246000;1.316330
0.248000;1.318615
0.250000;1.320839
0.252000;1.323005
0.254000;1.325114
0.256000;1.327166
0.258000;1.329165
0.260000;1.331110
0.262000;1.333003
0.264000;1.334846
0.266000;1.336640
0.268000;1.338386
0.270000;1.340085
0.272000;1.341739
0.274000;1.343348
0.276000;1.344915
0.278000;1.346439
0.280000;1.347922
0.282000;1.349365
0.284000;1.350769
0.286000;1.352135
0.288000;1.353464
0.290000;1.354758
0.292000;1.356016
0.294000;1.357240
0.296000;1.358431
0.298000;1.359590
0.300000;1.360717
0.302000;1.361814
0.304000;1.362880
0.306000;1.363918
0.308000;1.364927
0.310000;1.365909
0.312000;1.366864
0.314000;1.367793
0.316000;1.368696
0.318000;1.369575
0.320000;1.370429
0.322000;1.371261
0.324000;1.372069
0.326000;1.372855
0.328000;1.373620
0.330000;1.374364
0.332000;1.375087
0.334000;1.375790
0.336000;1.376474
0.338000;1.377139
0.340000;1.377786
0.342000;1.378415
0.344000;1.379027
0.346000;1.379622
0.348000;1.380200
0.350000;1.380763
0.352000;1.381310
0.354000;1.381842
0.356000;1.382359
0.358000;1.382862
0.360000;1.383351
0.362000;1.383826
0.364000;1.384288
0.366000;1.384738
0.368000;1.385175
0.370000;1.385600
0.372000;1.386013
0.374000;1.386414
0.376000;1.386805
0.378000;1.387185
0.380000;1.387554
0.382000;1.387913
0.384000;1.388262
0.386000;1.388601
0.388000;1.388931
0.390000;1.389252
0.392000;1.389563
0.394000;1.389867
0.396000;1.390161
0.398000;1.390448
0.400000;1.390726
0.402000;1.390997
0.404000;1.391260
0.406000;1.391516
0.408000;1.391765
0.410000;1.392007
0.412000;1.392242
0.414000;1.392471
0.416000;1.392693
0.418000;1.392909
0.420000;1.393119
0.422000;1.393323
0.424000;1.393522
0.426000;1.393715
0.428000;1.393902
0.430000;1.394085
0.432000;1.394262
0.434000;1.394434
0.436000;1.394602
0.438000;1.394765
0.440000;1.394923
0.442000;1.395077
0.444000;1.395227
0.446000;1.395372
0.448000;1.395513
0.450000;1.395651
0.452000;1.395784
0.454000;1.395914
0.456000;1.396041
0.458000;1.396163
0.460000;1.396283
0.462000;1.396398
0.464000;1.396511
0.466000;1.396621
0.468000;1.396727
0.470000;1.396831
0.472000;1.396931
0.474000;1.397029
0.476000;1.397124
0.478000;1.397217
0.480000;1.397307
0.482000;1.397394
0.484000;1.397479
0.486000;1.397561
0.488000;1.397642
0.490000;1.397720
0.492000;1.397795
0.494000;1.397869
0.496000;1.397941
0.498000;1.398010
0.500000;1.398078
0.502000;1.398144
0.504000;1.398208
0.506000;1.398270
0.508000;1.398330
0.510000;1.398389
0.512000;1.398446
0.514000;1.398502
0.516000;1.398555
0.518000;1.398608
0.520000;1.398659
0.522000;1.398708
0.524000;1.398757
0.526000;1.398803
0.528000;1.398849
0.530000;1.398893
0.532000;1.398936
0.534000;1.398978
0.536000;1.399018
0.538000;1.399058
0.540000;1.399096
0.542000;1.399134
0.544000;1.399170
0.546000;1.399205
0.548000;1.399239
0.550000;1.399273
0.552000;1.399305
0.554000;1.399336
0.556000;1.399367
0.558000;1.399397
0.560000;1.399426
0.562000;1.399454
0.564000;1.399481
0.566000;1.399508
0.568000;1.399533
0.570000;1.399558
0.572000;1.399583
0.574000;1.399606
0.576000;1.399629
0.578000;1.399652
0.580000;1.399674
0.582000;1.399695
0.584000;1.399715
0.586000;1.399735
0.588000;1.399755
0.590000;1.399774
0.592000;1.399792
0.594000;1.399810
0.596000;1.399827
0.598000;1.399844
0.600000;1.399860
0.602000;1.399876
0.604000;1.399892
0.606000;1.399907
0.608000;1.399921
0.610000;1.399935
0.612000;1.399949
0.614000;1.399963
0.616000;1.399976
0.618000;1.399988
0.620000;1.400001
0.622000;1.400013
0.624000;1.400024
0.626000;1.400036
0.628000;1.400047
0.630000;1.400057
0.632000;1.400068
0.634000;1.400078
0.636000;1.400088
0.638000;1.400097
0.640000;1.400107
0.642000;1.400116
0.644000;1.400124
0.646000;1.400133
0.648000;1.400141
0.650000;1.400149
0.652000;1.400157
0.654000;1.400165
0.656000;1.400172
0.658000;1.400179
0.660000;1.400186
0.662000;1.400193
0.664000;1.400200
0.666000;1.400206
0.668000;1.400212
0.670000;1.400218
0.672000;1.400224
0.674000;1.400230
0.676000;1.400235
0.678000;1.400241
0.680000;1.400246
0.682000;1.400251
0.684000;1.400256
0.686000;1.400261
0.688000;1.400266
0.690000;1.400270
0.692000;1.400275
0.694000;1.400279
0.696000;1.400283
0.698000;1.400287
0.700000;1.400291
0.702000;1.400295
0.704000;1.400299
0.706000;1.400302
0.708000;1.400306
0.710000;1.400309
0.712000;1.400313
0.714000;1.400316
0.716000;1.400319
0.718000;1.400322
0.720000;1.400325
0.722000;1.400328
0.724000;1.400331
0.726000;1.400334
0.728000;1.400336
0.730000;1.400339
0.732000;1.400341
0.734000;1.400344
0.736000;1.400346
0.738000;1.400348
0.740000;1.400351
0.742000;1.400353
0.744000;1.400355
0.746000;1.400357
0.748000;1.400359
0.750000;1.400361
0.752000;1.400363
0.754000;1.400365
0.756000;1.400367
0.758000;1.400368
0.760000;1.400370
0.762000;1.400372
0.764000;1.400373
0.766000;1.400375
0.768000;1.400376
0.770000;1.400378
0.772000;1.400379
0.774000;1.400381
0.776000;1.400382
0.778000;1.400383
0.780000;1.400384
0.782000;1.400386
0.784000;1.400387
0.786000;1.400388
0.788000;1.400389
0.790000;1.400390
0.792000;1.400391
0.794000;1.400392
0.796000;1.400393
0.798000;1.400394
0.800000;1.400395
0.802000;1.400396
0.804000;1.400397
0.806000;1.400398
0.808000;1.400399
0.810000;1.400400
0.812000;1.400401
0.814000;1.400401
0.816000;1.400402
0.818000;1.400403
0.820000;1.400404
0.822000;1.400404
0.824000;1.400405
0.826000;1.400406
0.828000;1.400406
0.830000;1.400407
0.832000;1.400407
0.834000;1.400408
0.836000;1.400409
0.838000;1.400409
0.840000;1.400410
0.842000;1.400410
0.844000;1.400411
0.846000;1.400411
0.848000;1.400412
0.850000;1.400412
0.852000;1.400413
0.854000;1.400413
0.856000;1.400414
0.858000;1.400414
0.860000;1.400414
0.862000;1.400415
0.864000;1.400415
0.866000;1.400416
0.868000;1.400416
0.870000;1.400416
0.872000;1.400417
0.874000;1.400417
0.876000;1.400417
0.878000;1.400418
0.880000;1.400418
0.882000;1.400418
0.884000;1.400418
0.886000;1.400419
0.888000;1.400419
0.890000;1.400419
0.892000;1.400420
0.894000;1.400420
0.896000;1.400420
0.898000;1.400420
0.900000;1.400420
0.902000;1.400421
0.904000;1.400421
0.906000;1.400421
0.908000;1.400421
0.910000;1.400422
0.912000;1.400422
0.914000;1.400422
0.916000;1.400422
0.918000;1.400422
0.920000;1.400422
0.922000;1.400423
0.924000;1.400423
0.926000;1.400423
0.928000;1.400423
0.930000;1.400423
0.932000;1.400423
0.934000;1.400424
0.936000;1.400424
0.938000;1.400424
0.940000;1.400424
0.942000;1.400424
0.944000;1.400424
0.946000;1.400424
0.948000;1.400424
0.950000;1.400425
0.952000;1.400425
0.954000;1.400425
0.956000;1.400425
0.958000;1.400425
0.960000;1.400425
0.962000;1.400425
0.964000;1.400425
0.966000;1.400425
0.968000;1.400425
0.970000;1.400426
0.972000;1.400426
0.974000;1.400426
0.976000;1.400426
0.978000;1.400426
0.980000;1.400426
0.982000;1.400426
0.984000;1.400426
0.986000;1.400426
0.988000;1.400426
0.990000;1.400426
0.992000;1.400426
0.994000;1.400426
0.996000;1.400426
0.998000;1.400427
1.000000;1.400427
1.002000;1.400427
1.004000;1.400427
1.006000;1.400427
1.008000;1.400427
1.010000;1.400427
1.012000;1.400427
1.014000;1.400427
1.016000;1.400427
1.018000;1.400427
1.020000;1.400427
1.022000;1.400427
1.024000;1.400427
1.026000;1.400427
1.028000;1.400427
1.030000;1.400427
1.032000;1.400427
1.034000;1.400427
1.036000;1.400427
1.038000;1.400427
1.040000;1.400427
1.042000;1.400427
1.044000;1.400427
1.046000;1.400427
1.048000;1.400428
1.050000;1.400428
1.052000;1.400428
1.054000;1.400428
1.056000;1.400428
1.058000;1.400428
1.060000;1.400428
1.062000;1.400428
1.064000;1.400428
1.066000;1.400428
1.068000;1.400428
1.070000;1.400428
1.072000;1.400428
1.074000;1.400428
1.076000;1.400428
1.078000;1.400428
1.080000;1.400428
1.082000;1.400428
1.084000;1.400428
1.086000;1.400428
1.088000;1.400428
1.090000;1.400428
